MaTin,ThanhPho,QuanHuyen,PhuongXa,DuAn,LoaiHinh,TinhTrang,DienTich_m2,SoPhongNgu,SoWC,HuongBanCong,Tang,NamBanGiao,PhapLy,NoiThat,GiaTyVND,GiaTrieu_m2,PhiQuanLyNghin_m2,ChoDoXe,GanMetro,HoBoi,PhongGym,NoiBat,NgayDangTin,GhiChuNguon
HCM0395,TP.HCM,Quận 1,Bến Thành,Grand Marina Saigon,Chung cư,Đang bán,47.6,1,1,Tây Nam,5,2019,HĐMB,Nhà thô,8.27,173.8,14.7,Ô tô + xe máy,Không,Không,Có,Gần trung tâm thương mại,2026-04-07,Dữ liệu tổng hợp mô phỏng
HCM0396,TP.HCM,Gò Vấp,Phường 7,Celadon Tower,Chung cư,Chuyển nhượng,86.7,3,2,Bắc,39,2012,Sổ hồng lâu dài,Full nội thất,4.95,57.1,10.1,Xe máy,Có,Không,Không,Gần tuyến metro,2025-10-11,Dữ liệu tổng hợp mô phỏng
HCM0397,TP.HCM,Quận 7,Phú Mỹ,Sunrise City,Chung cư,Cần bán gấp,80.2,2,2,Tây,3,2020,Sổ hồng lâu dài,Cơ bản,7.27,90.6,11.9,Ô tô + xe máy,Không,Có,Có,Ban công rộng,2025-12-29,Dữ liệu tổng hợp mô phỏng
HCM0398,TP.HCM,Quận 4,Phường 6,The Tresor Vista,Chung cư,Chuyển nhượng,42.1,1,1,Tây Bắc,14,2015,Sổ hồng lâu dài,Nội thất cao cấp,3.4,80.8,11.5,Ô tô + xe máy,Có,Có,Có,View nội khu yên tĩnh,2026-01-22,Dữ liệu tổng hợp mô phỏng
HCM0399,TP.HCM,Thủ Đức,Linh Đông,Akari Garden,Chung cư,Cho thuê mua,75.8,2,2,Tây Bắc,28,2024,Sổ hồng 50 năm,Cơ bản,5.68,75.0,20.8,Ô tô riêng,Không,Có,Có,View nội khu yên tĩnh,2026-03-01,Dữ liệu tổng hợp mô phỏng
HCM0400,TP.HCM,Bình Thạnh,Phường 26,Saigon Pearl,Chung cư,Chuyển nhượng,43.3,1,1,Nam,5,2016,HĐMB,Cơ bản,3.63,83.8,8.8,Ô tô + xe máy,Không,Không,Có,Ban công rộng,2026-02-22,Dữ liệu tổng hợp mô phỏng
HCM0401,TP.HCM,Quận 2,An Phú,Sala Sarimi,Chung cư,Đang bán,59.6,2,2,Tây Bắc,17,2012,Sổ hồng 50 năm,Full nội thất,6.24,104.7,23.8,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2025-10-14,Dữ liệu tổng hợp mô phỏng
HCM0402,TP.HCM,Quận 7,Tân Phú,The Peak Midtown,Chung cư,Đang bán,67.8,2,2,Tây Bắc,33,2021,Đang chờ sổ,Full nội thất,6.15,90.8,13.0,Ô tô + xe máy,Có,Không,Có,Gần trung tâm thương mại,2025-11-12,Dữ liệu tổng hợp mô phỏng
HCM0403,TP.HCM,Quận 2,Thảo Điền,Estella Heights,Chung cư,Đang bán,76.5,2,2,Đông,11,2012,Sổ hồng 50 năm,Cơ bản,8.41,110.0,21.3,Không rõ,Không,Có,Có,Gần trường quốc tế,2025-10-22,Dữ liệu tổng hợp mô phỏng
HCM0404,TP.HCM,Gò Vấp,Phường 1,Sunwah City,Chung cư,Chuyển nhượng,81.4,2,2,Đông,29,2026,Sổ hồng 50 năm,Nội thất cao cấp,5.87,72.1,16.6,Xe máy,Không,Không,Có,Tầng trung đẹp,2025-11-07,Dữ liệu tổng hợp mô phỏng
HCM0405,TP.HCM,Quận 7,Bình Thuận,M-One Nam Sài Gòn,Chung cư,Đang bán,81.2,2,2,Đông Nam,31,2014,Sổ hồng lâu dài,Nội thất cao cấp,6.88,84.8,11.2,Ô tô + xe máy,Có,Không,Không,Ban công rộng,2026-01-01,Dữ liệu tổng hợp mô phỏng
HCM0406,TP.HCM,Thủ Đức,Trường Thọ,Moonlight Avenue,Chung cư,Cho thuê mua,86.6,3,2,Tây Nam,34,2015,Sổ hồng lâu dài,Full nội thất,6.49,74.9,10.3,Ô tô + xe máy,Có,Có,Không,View nội khu yên tĩnh,2026-02-08,Dữ liệu tổng hợp mô phỏng
HCM0407,TP.HCM,Tân Bình,Phường 2,Botanica Premier,Chung cư,Đang bán,120.1,3,2,Tây Bắc,32,2025,HĐMB,Full nội thất,8.4,70.0,10.7,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2025-11-07,Dữ liệu tổng hợp mô phỏng
HCM0408,TP.HCM,Quận 2,An Phú,The Metropole Thủ Thiêm,Chung cư,Đang bán,47.8,1,1,Bắc,27,2023,Sổ hồng lâu dài,Cơ bản,6.11,127.7,14.8,Ô tô + xe máy,Không,Có,Có,Gần trung tâm thương mại,2026-02-19,Dữ liệu tổng hợp mô phỏng
HCM0409,TP.HCM,Quận 4,Phường 6,Richmond Premier,Chung cư,Chuyển nhượng,68.3,2,2,Đông Bắc,4,2016,Sổ hồng lâu dài,Cơ bản,5.77,84.5,14.0,Ô tô + xe máy,Có,Có,Không,Tầng trung đẹp,2025-10-17,Dữ liệu tổng hợp mô phỏng
HCM0410,TP.HCM,Quận 1,Đa Kao,The MarQ,Chung cư,Chuyển nhượng,75.5,2,2,Đông Bắc,34,2016,Sổ hồng lâu dài,Nội thất cao cấp,13.56,179.7,18.8,Ô tô + xe máy,Có,Có,Không,Gần công viên,2026-01-18,Dữ liệu tổng hợp mô phỏng
HCM0411,TP.HCM,Phú Nhuận,Phường 2,Newton Residence,Chung cư,Đang bán,81.6,2,2,Đông Bắc,25,2020,HĐMB,Cơ bản,8.19,100.4,24.7,Ô tô + xe máy,Có,Có,Không,Đầy đủ tiện ích,2026-02-13,Dữ liệu tổng hợp mô phỏng
HCM0412,TP.HCM,Quận 7,Bình Thuận,M-One Nam Sài Gòn,Chung cư,Cần bán gấp,68.1,2,2,Đông Bắc,32,2022,HĐMB,Cơ bản,6.05,88.9,25.2,Ô tô + xe máy,Có,Có,Có,Gần tuyến metro,2026-04-03,Dữ liệu tổng hợp mô phỏng
HCM0413,TP.HCM,Quận 2,An Phú,Lumiere Riverside,Chung cư,Đang bán,90.0,3,2,Tây,5,2016,Đang chờ sổ,Full nội thất,12.86,142.8,19.6,Ô tô + xe máy,Có,Không,Có,View sông thoáng,2026-01-04,Dữ liệu tổng hợp mô phỏng
HCM0414,TP.HCM,Thủ Đức,Trường Thọ,Vinhomes Grand Park,Chung cư,Đang bán,46.7,1,1,Tây Bắc,29,2020,Sổ hồng lâu dài,Cơ bản,4.01,85.9,12.7,Ô tô + xe máy,Có,Không,Có,View nội khu yên tĩnh,2026-03-30,Dữ liệu tổng hợp mô phỏng
HCM0415,TP.HCM,Bình Thạnh,Phường 14,Wilton Tower,Chung cư,Đang bán,80.0,2,2,Nam,36,2017,Đang chờ sổ,Cơ bản,9.36,117.1,22.0,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2026-03-12,Dữ liệu tổng hợp mô phỏng
HCM0416,TP.HCM,Quận 2,An Phú,Lumiere Riverside,Chung cư,Chuyển nhượng,64.2,2,2,Tây Bắc,7,2012,HĐMB,Full nội thất,8.04,125.3,21.2,Không rõ,Không,Có,Không,View sông thoáng,2026-03-17,Dữ liệu tổng hợp mô phỏng
HCM0417,TP.HCM,Quận 2,Thủ Thiêm,The Metropole Thủ Thiêm,Chung cư,Chuyển nhượng,72.8,2,2,Đông Bắc,42,2016,Sổ hồng lâu dài,Cơ bản,10.32,141.7,8.4,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2025-10-11,Dữ liệu tổng hợp mô phỏng
HCM0418,TP.HCM,Bình Tân,An Lạc,Sunwah Tower,Chung cư,Chuyển nhượng,60.8,2,2,Nam,28,2015,Sổ hồng lâu dài,Full nội thất,2.7,44.4,12.4,Ô tô + xe máy,Có,Không,Không,Gần tuyến metro,2025-10-15,Dữ liệu tổng hợp mô phỏng
HCM0419,TP.HCM,Thủ Đức,Trường Thọ,Vinhomes Grand Park,Chung cư,Chuyển nhượng,82.8,3,3,Bắc,28,2020,Sổ hồng lâu dài,Full nội thất,5.7,68.9,12.1,Ô tô riêng,Không,Có,Không,Tầng trung đẹp,2026-01-01,Dữ liệu tổng hợp mô phỏng
HCM0420,TP.HCM,Gò Vấp,Phường 7,The Tresor Riverside,Chung cư,Cần bán gấp,83.7,3,3,Nam,10,2026,Đang chờ sổ,Cơ bản,5.58,66.6,15.2,Ô tô + xe máy,Có,Có,Không,View nội khu yên tĩnh,2026-03-21,Dữ liệu tổng hợp mô phỏng
HCM0421,TP.HCM,Quận 4,Phường 2,Akari Residence,Chung cư,Đang bán,86.9,3,2,Tây Nam,25,2026,Sổ hồng lâu dài,Cơ bản,8.67,99.9,21.8,Không rõ,Có,Không,Có,Đầy đủ tiện ích,2026-03-16,Dữ liệu tổng hợp mô phỏng
HCM0422,TP.HCM,Tân Bình,Phường 12,Akari Plaza,Chung cư,Chuyển nhượng,87.5,3,2,Đông Nam,20,2015,Sổ hồng lâu dài,Cơ bản,6.42,73.3,15.4,Ô tô + xe máy,Không,Có,Không,Đầy đủ tiện ích,2025-11-12,Dữ liệu tổng hợp mô phỏng
HCM0423,TP.HCM,Quận 7,Tân Quy,Scenic Valley,Chung cư,Đang bán,51.5,1,1,Đông Bắc,12,2023,Sổ hồng lâu dài,Full nội thất,5.1,99.0,23.7,Xe máy,Có,Có,Có,Tầng trung đẹp,2025-12-01,Dữ liệu tổng hợp mô phỏng
HCM0424,TP.HCM,Quận 7,Bình Thuận,M-One Nam Sài Gòn,Chung cư,Đang bán,68.1,2,2,Tây Nam,3,2024,Đang chờ sổ,Full nội thất,5.55,81.5,12.8,Ô tô + xe máy,Không,Có,Có,Căn góc,2026-03-24,Dữ liệu tổng hợp mô phỏng
HCM0425,TP.HCM,Bình Thạnh,Phường 14,Wilton Tower,Chung cư,Cần bán gấp,53.6,1,1,Đông Bắc,32,2016,Sổ hồng lâu dài,Full nội thất,6.26,116.8,25.2,Ô tô + xe máy,Không,Có,Có,Đầy đủ tiện ích,2025-12-12,Dữ liệu tổng hợp mô phỏng
HCM0426,TP.HCM,Quận 4,Phường 1,Sunwah Heights,Chung cư,Đang bán,149.3,4,2,Đông,19,2016,HĐMB,Nhà thô,13.86,92.9,23.8,Ô tô + xe máy,Có,Không,Không,Gần trường quốc tế,2025-12-28,Dữ liệu tổng hợp mô phỏng
HCM0427,TP.HCM,Quận 7,Phú Mỹ,M-One Nam Sài Gòn,Chung cư,Cần bán gấp,82.1,2,2,Bắc,4,2025,Sổ hồng lâu dài,Full nội thất,6.71,81.8,12.0,Xe máy,Không,Có,Không,View nội khu yên tĩnh,2026-01-15,Dữ liệu tổng hợp mô phỏng
HCM0428,TP.HCM,Thủ Đức,Linh Đông,Fiato Premier,Chung cư,Cần bán gấp,80.6,2,2,Tây,9,2020,Sổ hồng lâu dài,Full nội thất,5.56,68.9,25.3,Ô tô riêng,Không,Có,Có,Ban công rộng,2025-12-31,Dữ liệu tổng hợp mô phỏng
HCM0429,TP.HCM,Thủ Đức,Trường Thọ,Vinhomes Vista,Chung cư,Cho thuê mua,61.1,2,2,Tây,25,2018,Sổ hồng lâu dài,Cơ bản,4.62,75.6,17.7,Ô tô riêng,Không,Có,Có,Gần tuyến metro,2025-12-08,Dữ liệu tổng hợp mô phỏng
HCM0430,TP.HCM,Phú Nhuận,Phường 7,Golden Mansion,Chung cư,Cho thuê mua,74.3,2,2,Tây Nam,5,2012,Sổ hồng lâu dài,Nội thất cao cấp,5.97,80.4,10.2,Ô tô + xe máy,Không,Có,Không,Gần trường quốc tế,2025-11-07,Dữ liệu tổng hợp mô phỏng
HCM0431,TP.HCM,Bình Thạnh,Phường 26,Saigon Pearl,Chung cư,Đang bán,175.9,4,3,Bắc,26,2014,Đang chờ sổ,Cơ bản,17.48,99.4,15.9,Ô tô + xe máy,Có,Có,Có,Gần trường quốc tế,2026-03-09,Dữ liệu tổng hợp mô phỏng
HCM0432,TP.HCM,Quận 4,Phường 6,The Tresor Park,Chung cư,Chuyển nhượng,55.9,2,2,Đông,34,2016,HĐMB,Cơ bản,4.77,85.3,18.8,Xe máy,Có,Có,Không,Gần trung tâm thương mại,2025-11-24,Dữ liệu tổng hợp mô phỏng
HCM0433,TP.HCM,Bình Thạnh,Phường 22,Akari Riverside,Chung cư,Đang bán,148.7,4,3,Tây Bắc,16,2013,HĐMB,Cơ bản,16.9,113.6,19.9,Không rõ,Không,Có,Có,Gần công viên,2026-02-08,Dữ liệu tổng hợp mô phỏng
HCM0434,TP.HCM,Bình Thạnh,Phường 13,Saigon Pearl,Chung cư,Đang bán,104.1,3,2,Tây,42,2017,Sổ hồng lâu dài,Cơ bản,10.43,100.2,11.1,Ô tô riêng,Có,Không,Có,View sông thoáng,2025-12-02,Dữ liệu tổng hợp mô phỏng
HCM0435,TP.HCM,Bình Thạnh,Phường 22,Wilton Tower,Chung cư,Đang bán,56.6,2,2,Tây,6,2017,Sổ hồng lâu dài,Cơ bản,4.7,83.1,21.8,Xe máy,Có,Có,Có,Gần tuyến metro,2026-01-24,Dữ liệu tổng hợp mô phỏng
HCM0436,TP.HCM,Quận 7,Phú Mỹ,Scenic Valley,Chung cư,Cần bán gấp,124.1,3,3,Nam,15,2016,Sổ hồng lâu dài,Cơ bản,9.36,75.4,16.8,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2026-03-23,Dữ liệu tổng hợp mô phỏng
HCM0437,TP.HCM,Bình Thạnh,Phường 22,Saigon Pearl,Chung cư,Chuyển nhượng,70.2,2,2,Bắc,14,2024,Sổ hồng lâu dài,Full nội thất,8.43,120.1,22.9,Ô tô + xe máy,Có,Có,Có,Gần công viên,2025-10-14,Dữ liệu tổng hợp mô phỏng
HCM0438,TP.HCM,Bình Tân,An Lạc,Celadon Tower,Chung cư,Đang bán,79.2,2,2,Tây,35,2012,Sổ hồng lâu dài,Cơ bản,3.97,50.2,13.3,Ô tô riêng,Không,Không,Có,Đầy đủ tiện ích,2026-02-27,Dữ liệu tổng hợp mô phỏng
HCM0439,TP.HCM,Bình Tân,An Lạc,Kingdom Grand,Chung cư,Chuyển nhượng,66.9,2,2,Đông Bắc,40,2021,Sổ hồng lâu dài,Nội thất cao cấp,3.79,56.6,14.1,Xe máy,Không,Không,Có,View sông thoáng,2026-03-28,Dữ liệu tổng hợp mô phỏng
HCM0440,TP.HCM,Bình Thạnh,Phường 14,Wilton Tower,Chung cư,Chuyển nhượng,56.1,1,1,Đông Bắc,24,2014,Sổ hồng lâu dài,Full nội thất,5.11,91.0,19.7,Ô tô + xe máy,Không,Có,Có,Tầng trung đẹp,2025-10-20,Dữ liệu tổng hợp mô phỏng
HCM0441,TP.HCM,Bình Thạnh,Phường 14,Akari Garden,Chung cư,Cần bán gấp,96.7,3,3,Nam,24,2022,HĐMB,Nội thất cao cấp,10.68,110.5,8.9,Ô tô + xe máy,Có,Có,Có,Tầng trung đẹp,2025-10-22,Dữ liệu tổng hợp mô phỏng
HCM0442,TP.HCM,Quận 7,Bình Thuận,Sunshine Diamond River,Chung cư,Chuyển nhượng,73.3,2,2,Tây,31,2026,Sổ hồng lâu dài,Nội thất cao cấp,5.83,79.5,24.7,Ô tô riêng,Không,Không,Có,Gần công viên,2026-02-28,Dữ liệu tổng hợp mô phỏng
HCM0443,TP.HCM,Quận 2,An Phú,Lumiere Riverside,Chung cư,Đang bán,61.3,2,2,Nam,35,2017,Sổ hồng lâu dài,Nội thất cao cấp,7.83,127.8,16.9,Ô tô + xe máy,Có,Không,Có,View nội khu yên tĩnh,2025-11-02,Dữ liệu tổng hợp mô phỏng
HCM0444,TP.HCM,Gò Vấp,Phường 7,Jamona Heights,Chung cư,Đang bán,56.4,2,2,Đông,23,2014,Sổ hồng lâu dài,Full nội thất,3.43,60.8,22.8,Ô tô + xe máy,Không,Có,Có,Gần tuyến metro,2026-04-04,Dữ liệu tổng hợp mô phỏng
HCM0445,TP.HCM,Tân Bình,Phường 12,Carillon,Chung cư,Đang bán,75.2,2,2,Đông,4,2023,Sổ hồng lâu dài,Full nội thất,5.08,67.6,25.3,Ô tô + xe máy,Không,Không,Có,Ban công rộng,2026-01-10,Dữ liệu tổng hợp mô phỏng
HCM0446,TP.HCM,Phú Nhuận,Phường 9,Botanica Premier,Chung cư,Cần bán gấp,115.9,3,2,Nam,5,2016,Sổ hồng lâu dài,Cơ bản,9.98,86.1,11.7,Ô tô + xe máy,Có,Có,Không,Gần công viên,2026-02-16,Dữ liệu tổng hợp mô phỏng
HCM0447,TP.HCM,Bình Tân,Bình Trị Đông B,Sunrise Vista,Chung cư,Đang bán,65.5,2,2,Đông Nam,41,2018,Sổ hồng lâu dài,Cơ bản,3.04,46.5,19.3,Ô tô + xe máy,Không,Không,Không,Đầy đủ tiện ích,2026-03-17,Dữ liệu tổng hợp mô phỏng
HCM0448,TP.HCM,Bình Thạnh,Phường 25,Vinhomes Central Park,Chung cư,Đang bán,44.7,1,1,Nam,27,2025,Sổ hồng lâu dài,Full nội thất,5.46,122.1,25.2,Xe máy,Không,Không,Không,Gần công viên,2025-12-06,Dữ liệu tổng hợp mô phỏng
HCM0449,TP.HCM,Phú Nhuận,Phường 15,Orchard Garden,Chung cư,Chuyển nhượng,185.0,4,3,Đông Bắc,3,2017,Sổ hồng lâu dài,Full nội thất,17.86,96.5,9.2,Xe máy,Có,Có,Có,Gần công viên,2026-01-17,Dữ liệu tổng hợp mô phỏng
HCM0450,TP.HCM,Phú Nhuận,Phường 9,Kingston Residence,Chung cư,Chuyển nhượng,63.0,2,2,Đông Nam,26,2013,Sổ hồng lâu dài,Nội thất cao cấp,6.06,96.3,8.1,Ô tô + xe máy,Có,Có,Không,Gần tuyến metro,2026-03-14,Dữ liệu tổng hợp mô phỏng
HCM0451,TP.HCM,Bình Thạnh,Phường 14,Richmond City,Chung cư,Đang bán,90.3,3,3,Đông Nam,16,2026,Sổ hồng lâu dài,Cơ bản,9.28,102.7,23.5,Xe máy,Không,Không,Không,Tầng trung đẹp,2026-02-24,Dữ liệu tổng hợp mô phỏng
HCM0452,TP.HCM,Bình Tân,Bình Hưng Hòa B,Kingdom Garden,Chung cư,Cho thuê mua,119.2,3,3,Tây,10,2025,Sổ hồng lâu dài,Nội thất cao cấp,7.04,59.0,10.4,Ô tô + xe máy,Có,Không,Có,Đầy đủ tiện ích,2025-11-19,Dữ liệu tổng hợp mô phỏng
HCM0453,TP.HCM,Tân Bình,Phường 12,Sky Center,Chung cư,Chuyển nhượng,114.5,3,2,Tây Nam,15,2016,HĐMB,Nội thất cao cấp,8.79,76.8,17.1,Ô tô + xe máy,Có,Có,Có,Gần tuyến metro,2026-02-12,Dữ liệu tổng hợp mô phỏng
HCM0454,TP.HCM,Quận 7,Tân Quy,Scenic Valley,Chung cư,Chuyển nhượng,79.9,2,2,Đông Bắc,9,2015,HĐMB,Full nội thất,6.82,85.4,25.1,Ô tô + xe máy,Không,Không,Không,Gần trường quốc tế,2025-11-21,Dữ liệu tổng hợp mô phỏng
HCM0455,TP.HCM,Quận 4,Phường 2,Saigon Royal Garden,Chung cư,Chuyển nhượng,212.4,4,2,Bắc,13,2025,Sổ hồng lâu dài,Cơ bản,23.65,111.4,8.1,Ô tô riêng,Có,Có,Có,Tầng trung đẹp,2025-10-11,Dữ liệu tổng hợp mô phỏng
HCM0456,TP.HCM,Quận 2,Bình An,Celadon Tower,Chung cư,Chuyển nhượng,144.0,4,2,Bắc,6,2021,Sổ hồng lâu dài,Nhà thô,17.33,120.3,17.8,Ô tô + xe máy,Không,Không,Có,Đầy đủ tiện ích,2026-02-03,Dữ liệu tổng hợp mô phỏng
HCM0457,TP.HCM,Quận 2,Bình An,Masteri Thảo Điền,Chung cư,Chuyển nhượng,47.9,1,1,Đông,22,2024,Sổ hồng lâu dài,Cơ bản,6.66,139.1,9.9,Ô tô riêng,Có,Có,Có,Đầy đủ tiện ích,2026-03-15,Dữ liệu tổng hợp mô phỏng
HCM0458,TP.HCM,Bình Thạnh,Phường 25,Celadon Residence,Chung cư,Đang bán,68.5,2,2,Đông,13,2012,Sổ hồng lâu dài,Nhà thô,6.64,97.0,12.3,Ô tô riêng,Có,Có,Có,Gần trung tâm thương mại,2025-12-26,Dữ liệu tổng hợp mô phỏng
HCM0459,TP.HCM,Quận 7,Tân Quy,Scenic Valley,Chung cư,Đang bán,55.9,2,2,Tây,9,2019,HĐMB,Nội thất cao cấp,4.16,74.3,8.5,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2025-10-24,Dữ liệu tổng hợp mô phỏng
HCM0460,TP.HCM,Quận 2,An Khánh,The Metropole Thủ Thiêm,Chung cư,Cần bán gấp,105.5,3,3,Tây Bắc,7,2022,Sổ hồng lâu dài,Nội thất cao cấp,12.11,114.8,20.8,Ô tô + xe máy,Có,Có,Có,Tầng trung đẹp,2026-02-26,Dữ liệu tổng hợp mô phỏng
HCM0461,TP.HCM,Gò Vấp,Phường 7,The Tresor Grand,Chung cư,Cho thuê mua,62.3,2,2,Đông Nam,6,2014,Sổ hồng lâu dài,Nhà thô,4.08,65.4,24.2,Ô tô + xe máy,Có,Có,Có,Ban công rộng,2026-02-22,Dữ liệu tổng hợp mô phỏng
HCM0462,TP.HCM,Tân Bình,Phường 4,Carillon,Chung cư,Chuyển nhượng,211.4,4,2,Đông Nam,40,2016,Sổ hồng lâu dài,Cơ bản,16.86,79.7,11.7,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2025-12-10,Dữ liệu tổng hợp mô phỏng
HCM0463,TP.HCM,Thủ Đức,An Khánh,Jamona City,Chung cư,Đang bán,187.7,4,3,Tây Nam,25,2025,Sổ hồng lâu dài,Cơ bản,16.13,85.9,13.8,Không rõ,Không,Không,Có,Đầy đủ tiện ích,2025-11-22,Dữ liệu tổng hợp mô phỏng
HCM0464,TP.HCM,Quận 4,Phường 13,Celadon Garden,Chung cư,Cần bán gấp,120.9,3,3,Đông,11,2015,Đang chờ sổ,Cơ bản,10.1,83.6,12.8,Ô tô + xe máy,Có,Không,Có,Gần tuyến metro,2026-03-18,Dữ liệu tổng hợp mô phỏng
HCM0465,TP.HCM,Bình Thạnh,Phường 14,Saigon Royal Premier,Chung cư,Chuyển nhượng,85.9,3,3,Đông Nam,22,2012,Sổ hồng lâu dài,Nhà thô,7.77,90.5,24.1,Không rõ,Có,Không,Có,Gần trung tâm thương mại,2026-01-16,Dữ liệu tổng hợp mô phỏng
HCM0466,TP.HCM,Bình Thạnh,Phường 26,Saigon Pearl,Chung cư,Đang bán,83.5,2,2,Đông,35,2014,Sổ hồng lâu dài,Full nội thất,7.97,95.4,23.4,Ô tô + xe máy,Không,Có,Có,Gần trường quốc tế,2026-04-06,Dữ liệu tổng hợp mô phỏng
HCM0467,TP.HCM,Gò Vấp,Phường 3,Saigon Royal Garden,Chung cư,Cần bán gấp,38.4,1,1,Tây Nam,38,2020,Sổ hồng lâu dài,Cơ bản,2.67,69.4,19.0,Ô tô + xe máy,Không,Không,Có,View sông thoáng,2026-03-09,Dữ liệu tổng hợp mô phỏng
HCM0468,TP.HCM,Tân Bình,Phường 2,Botanica Luxury,Chung cư,Chuyển nhượng,80.7,2,2,Đông,8,2018,Sổ hồng lâu dài,Full nội thất,5.59,69.3,20.3,Ô tô + xe máy,Có,Không,Có,Tầng trung đẹp,2025-12-13,Dữ liệu tổng hợp mô phỏng
HCM0469,TP.HCM,Quận 7,Bình Thuận,Scenic Valley,Chung cư,Đang bán,95.2,3,2,Tây Bắc,38,2018,Sổ hồng lâu dài,Nội thất cao cấp,7.42,77.9,22.7,Không rõ,Không,Có,Có,View sông thoáng,2026-03-16,Dữ liệu tổng hợp mô phỏng
HCM0470,TP.HCM,Quận 2,Thảo Điền,Estella Heights,Chung cư,Đang bán,57.6,2,2,Bắc,8,2022,Sổ hồng lâu dài,Cơ bản,8.76,152.1,22.5,Ô tô + xe máy,Có,Có,Không,View nội khu yên tĩnh,2026-03-23,Dữ liệu tổng hợp mô phỏng
HCM0471,TP.HCM,Quận 7,Tân Quy,M-One Nam Sài Gòn,Chung cư,Đang bán,44.4,1,1,Tây,39,2021,Sổ hồng lâu dài,Cơ bản,4.26,95.8,20.9,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-03-05,Dữ liệu tổng hợp mô phỏng
HCM0472,TP.HCM,Thủ Đức,An Lợi Đông,Vinhomes Grand Park,Chung cư,Cần bán gấp,109.4,3,3,Tây Nam,41,2026,Sổ hồng lâu dài,Cơ bản,8.54,78.1,17.0,Ô tô + xe máy,Có,Có,Có,Gần trung tâm thương mại,2026-01-08,Dữ liệu tổng hợp mô phỏng
HCM0473,TP.HCM,Quận 7,Tân Hưng,The Peak Midtown,Chung cư,Chuyển nhượng,68.6,2,2,Đông Bắc,3,2016,Sổ hồng 50 năm,Cơ bản,4.85,70.7,10.5,Xe máy,Có,Có,Có,View sông thoáng,2025-10-31,Dữ liệu tổng hợp mô phỏng
HCM0474,TP.HCM,Phú Nhuận,Phường 9,Orchard Garden,Chung cư,Đang bán,120.2,3,2,Bắc,5,2012,Sổ hồng lâu dài,Cơ bản,10.78,89.7,8.4,Ô tô + xe máy,Không,Có,Có,View nội khu yên tĩnh,2026-03-18,Dữ liệu tổng hợp mô phỏng
HCM0475,TP.HCM,Bình Tân,An Lạc,Richmond Pearl,Chung cư,Chuyển nhượng,84.7,2,2,Đông,30,2013,Sổ hồng lâu dài,Cơ bản,3.78,44.6,14.7,Ô tô + xe máy,Có,Không,Có,Căn góc,2026-01-20,Dữ liệu tổng hợp mô phỏng
HCM0476,TP.HCM,Bình Tân,Tân Tạo,Opal Riverside,Chung cư,Cần bán gấp,120.2,3,3,Đông Nam,29,2015,Sổ hồng lâu dài,Cơ bản,5.86,48.8,14.0,Ô tô + xe máy,Không,Không,Có,Gần trung tâm thương mại,2026-01-20,Dữ liệu tổng hợp mô phỏng
HCM0477,TP.HCM,Quận 4,Phường 13,Jamona Tower,Chung cư,Chuyển nhượng,58.0,1,1,Nam,37,2014,Đang chờ sổ,Cơ bản,4.45,76.8,11.3,Ô tô + xe máy,Có,Có,Có,Đầy đủ tiện ích,2026-01-10,Dữ liệu tổng hợp mô phỏng
HCM0478,TP.HCM,Gò Vấp,Phường 5,Saigon Royal Premier,Chung cư,Đang bán,215.6,4,3,Tây Bắc,29,2025,Sổ hồng lâu dài,Full nội thất,17.19,79.7,10.9,Ô tô + xe máy,Có,Có,Có,View sông thoáng,2025-11-30,Dữ liệu tổng hợp mô phỏng
HCM0479,TP.HCM,Bình Tân,An Lạc,Sunwah Park,Chung cư,Cần bán gấp,44.3,1,1,Đông Nam,20,2024,HĐMB,Cơ bản,2.35,53.0,25.1,Ô tô + xe máy,Có,Có,Không,Tầng trung đẹp,2026-01-08,Dữ liệu tổng hợp mô phỏng
HCM0480,TP.HCM,Phú Nhuận,Phường 7,Kingston Residence,Chung cư,Đang bán,46.0,1,1,Đông Nam,20,2024,HĐMB,Cơ bản,5.1,110.9,11.5,Xe máy,Không,Có,Có,Đầy đủ tiện ích,2026-02-09,Dữ liệu tổng hợp mô phỏng
HCM0481,TP.HCM,Bình Thạnh,Phường 14,Vinhomes Central Park,Chung cư,Cho thuê mua,112.6,3,3,Nam,40,2024,Sổ hồng lâu dài,Full nội thất,10.76,95.6,9.8,Ô tô + xe máy,Có,Không,Có,Gần trung tâm thương mại,2025-10-23,Dữ liệu tổng hợp mô phỏng
HCM0482,TP.HCM,Quận 4,Phường 1,Vinhomes Pearl,Chung cư,Đang bán,46.0,1,1,Bắc,22,2021,Sổ hồng 50 năm,Cơ bản,4.13,89.8,9.8,Xe máy,Không,Có,Không,Gần trung tâm thương mại,2026-02-27,Dữ liệu tổng hợp mô phỏng
